Component RT,Base Peak MZ,Component Area,Compound Name,Match Factor,File Name,CAS#,Library File
4.09229640297431,45.05,124403.012166309,Acetoin,97.5312054220789,VINF2 4H + 400 ng NA run 4-20-23.D,513-86-0,NIST17.L
4.09402465386678,45.05,31946.7127473346,Acetoin,96.370933061059,FINF2 4H + 400 ng NA run 4-20-23.D,513-86-0,NIST17.L
4.09826069603694,45.05,19055.6170187439,Acetoin,84.6248599844467,FINF5 4H + 400 ng NA run 4-20-23.D,513-86-0,NIST17.L
4.26213991491997,98,114213.614852425,"2-Butenal, 2-ethyl-",84.756507791628,FNI5 4H + 400 ng NA run 4-20-23.D,19780-25-7,NIST17.L
4.26356352918103,98.07,382816.852088983,"2-Butenal, 2-ethyl-",88.8829551223351,VINF4 4H + 400 ng NA run 4-20-23.D,19780-25-7,NIST17.L
4.27473903270473,98,12633.1481024627,Diethylcyanamide,80.2462415402277,VINF2 4H + 400 ng NA run 4-20-23.D,617-83-4,NIST17.L
4.36506944914108,55.04,18026.7529928026,Methyl vinyl ketone,83.8729733541298,VINF1 4H + 400 ng NA run 4-20-23.D,78-94-4,NIST17.L
4.36573340101647,55.06,127031.38296653,"1-Butanol, 3-methyl-",96.949892695437,VINF4 4H + 400 ng NA run 4-20-23.D,123-51-3,NIST17.L
4.36776296715102,55.04,39662.4958984904,"Oxetane, 3-(1-methylethyl)-",93.0864743764487,VINF3 4H + 400 ng NA run 4-20-23.D,10317-17-6,NIST17.L
4.37537058419359,55.04,41134.9044907831,"Oxetane, 3-(1-methylethyl)-",92.23508875454,VINF2 4H + 400 ng NA run 4-20-23.D,10317-17-6,NIST17.L
4.39975219677048,59,17559.9548486962,"2-Propanol, 2-methyl-",80.6578210771197,VINF1 4H + 400 ng NA run 4-20-23.D,75-65-0,NIST17.L
4.41008966467023,57,42138.0822177424,2-n-Propylaziridine,75.1240424304907,VINF4 4H + 400 ng NA run 4-20-23.D,3647-38-9,NIST17.L
4.41275215572419,45,94145.1691666106,"(S)-(+)-1,2-Propanediol",86.8782066575072,VNI1 4H + 400 ng NA run 4-20-23.D,4254-15-3,NIST17.L
4.41680559695981,45.05,150352.937164816,"(S)-(+)-1,2-Propanediol",93.7580038843771,FINF1 4H + 400 ng NA run 4-20-23.D,4254-15-3,NIST17.L
4.41846137811534,45.05,126172.788475833,"(S)-(+)-1,2-Propanediol",92.1186809872183,FINF3 4H + 400 ng NA run 4-20-23.D,4254-15-3,NIST17.L
4.42103556589958,45,42754.8356076566,"(S)-(+)-1,2-Propanediol",91.2244069064873,VNI3 4H + 400 ng NA run 4-20-23.D,4254-15-3,NIST17.L
4.4232532935796,45.05,107761.396148523,"(S)-(+)-1,2-Propanediol",92.7435699356533,FNI2 4H + 400 ng NA run 4-20-23.D,4254-15-3,NIST17.L
4.42830739775662,45,73699.0655540603,"(S)-(+)-1,2-Propanediol",89.8247913156925,FINF4 4H + 400 ng NA run 4-20-23.D,4254-15-3,NIST17.L
4.42864780851775,45.05,71159.2065920859,"(S)-(+)-1,2-Propanediol",89.0759201238417,VINF3 4H + 400 ng NA run 4-20-23.D,4254-15-3,NIST17.L
4.42926100326306,45.05,93865.0488692744,"(S)-(+)-1,2-Propanediol",88.0673925257789,VNI5 4H + 400 ng NA run 4-20-23.D,4254-15-3,NIST17.L
4.42991738483373,45,52809.4462706344,"(S)-(+)-1,2-Propanediol",89.8988539411307,FNI1 4H + 400 ng NA run 4-20-23.D,4254-15-3,NIST17.L
4.43222293737809,45.05,84954.3105475616,Propylene Glycol,88.2271698546155,FNI4 4H + 400 ng NA run 4-20-23.D,57-55-6,NIST17.L
4.43254572638643,45,69767.6722531083,"(S)-(+)-1,2-Propanediol",91.3098262971584,FNI4 4H + 400 ng NA run 4-20-23.D,4254-15-3,NIST17.L
4.43297727182897,45.05,52738.5958989189,2-Butanol,93.072198267033,VINF1 4H + 400 ng NA run 4-20-23.D,78-92-2,NIST17.L
4.43367978865676,45.05,56841.9831792528,"(S)-(+)-1,2-Propanediol",91.703997090741,VNI4 4H + 400 ng NA run 4-20-23.D,4254-15-3,NIST17.L
4.43529223793643,45.05,73802.2924843905,"(S)-(+)-1,2-Propanediol",92.7797030422194,FNI3 4H + 400 ng NA run 4-20-23.D,4254-15-3,NIST17.L
4.43739701163782,45,67537.009397847,Propylene Glycol,83.7642846763429,VINF2 4H + 400 ng NA run 4-20-23.D,57-55-6,NIST17.L
4.43755663980599,45,51201.6460354002,Monomethyl oxalate,78.2400391817311,FINF5 4H + 400 ng NA run 4-20-23.D,600-23-7,NIST17.L
4.43893446437051,45.05,53462.5437423435,"(S)-(+)-1,2-Propanediol",89.1069087002181,VINF2 4H + 400 ng NA run 4-20-23.D,4254-15-3,NIST17.L
4.55351298848828,55,93745.9634143622,"2-Pentenal, (E)-",92.3968876546153,FNI5 4H + 400 ng NA run 4-20-23.D,1576-87-0,NIST17.L
4.55662620762396,55,27912.9010872424,"Furan, 2,3-dihydro-4-methyl-",84.6657911521904,VINF4 4H + 400 ng NA run 4-20-23.D,34314-83-5,NIST17.L
4.55852504134212,55.04,87356.1669736111,"2-Pentenal, (E)-",92.1548975029065,VINF2 4H + 400 ng NA run 4-20-23.D,1576-87-0,NIST17.L
4.55860256002211,83,138339.610901634,"1,5-Heptadien-4-one, 3,3,6-trimethyl-",86.5494206269822,VINF2 4H + 400 ng NA run 4-20-23.D,546-49-6,NIST17.L
4.55902546550272,83.05,10861.7355620719,"3,3-Diethoxy-1-propyne",85.6964169688926,VINF3 4H + 400 ng NA run 4-20-23.D,10160-87-9,NIST17.L
4.5848055301785,58,9723.21015517441,"Acetic acid, 2-(dimethylamino)ethyl ester",79.6342993770349,VNI2 4H + 400 ng NA run 4-20-23.D,1421-89-2,NIST17.L
4.58759248537737,43.04,12825.4191066218,"2,7-Octanedione",76.1157090194673,VNI5 4H + 400 ng NA run 4-20-23.D,1626-09-1,NIST17.L
4.594988461558,43.06,15103.973475961,3-Methylpentan-3-yl propyl carbonate,75.1256748318794,FINF4 4H + 400 ng NA run 4-20-23.D,1000372-82-3,NIST17.L
4.59813106186759,43,11683.9191090387,2-Hexanone,77.4036014418594,FNI3 4H + 400 ng NA run 4-20-23.D,591-78-6,NIST17.L
4.61724002725217,84,33721.9033733173,2(5H)-Furanone,80.6839800496588,FNI5 4H + 400 ng NA run 4-20-23.D,497-23-4,NIST17.L
4.62554618468381,55,40777.5740664268,2-Ethylbutyl acrylate,82.1512860910432,VINF2 4H + 400 ng NA run 4-20-23.D,3953-10-4,NIST17.L
4.70111918280671,55,120971.617254994,"Furan, 2,3-dihydro-4-methyl-",91.785486172888,VINF4 4H + 400 ng NA run 4-20-23.D,34314-83-5,NIST17.L
4.70195538081943,55.06,135141.518663074,"2-Pentenal, (E)-",91.7220121370486,VINF4 4H + 400 ng NA run 4-20-23.D,1576-87-0,NIST17.L
4.70434059713002,55.06,39140.3859567794,"Furan, 2,3-dihydro-4-methyl-",91.1827855036583,FNI5 4H + 400 ng NA run 4-20-23.D,34314-83-5,NIST17.L
4.70858731162916,55,55451.5595619564,"Furan, 2,3-dihydro-4-methyl-",94.4823378627687,VINF2 4H + 400 ng NA run 4-20-23.D,34314-83-5,NIST17.L
4.82412072047375,42.08,203558.178795887,"Cyclobutanone, 2,2,3-trimethyl-",85.4923622621825,VINF4 4H + 400 ng NA run 4-20-23.D,1449-49-6,NIST17.L
4.83623250832374,91,32109.3993447784,Toluene,75.7858156263598,FNI5 4H + 400 ng NA run 4-20-23.D,108-88-3,NIST17.L
4.84034353390088,91,27829.5389987583,Toluene,82.949937426743,VNI4 4H + 400 ng NA run 4-20-23.D,108-88-3,NIST17.L
4.8404338054234,91,34494.1999787503,"Bicyclo[3.2.0]hepta-2,6-diene",79.4350762425499,VNI5 4H + 400 ng NA run 4-20-23.D,2422-86-8,NIST17.L
4.85201209939984,69.07,20407.4449844047,"2-Butene, 1-chloro-3-methyl-",76.8930347798794,VNI5 4H + 400 ng NA run 4-20-23.D,503-60-6,NIST17.L
4.8561713814685,69.08,16460.8088264152,"2-Butene, 1-chloro-3-methyl-",79.3919631739094,FINF5 4H + 400 ng NA run 4-20-23.D,503-60-6,NIST17.L
4.85915374334112,69,32237.297251523,"2-Butene, 1-chloro-3-methyl-",76.3208487893255,FINF2 4H + 400 ng NA run 4-20-23.D,503-60-6,NIST17.L
4.88188545870704,57,359957.431287324,"2-Penten-1-ol, (Z)-",87.7116072787841,VINF4 4H + 400 ng NA run 4-20-23.D,1576-95-0,NIST17.L
4.88518903783845,57.04,51959.3988650177,Cyclobutanemethanol,82.0956270430154,VINF3 4H + 400 ng NA run 4-20-23.D,4415-82-1,NIST17.L
4.88572505018335,57,46382.6715625804,Cyclobutanemethanol,75.844980061841,FNI5 4H + 400 ng NA run 4-20-23.D,4415-82-1,NIST17.L
4.8865765356651,57,340862.709886282,"2-Penten-1-ol, (Z)-",96.812402261141,VINF2 4H + 400 ng NA run 4-20-23.D,1576-95-0,NIST17.L
4.93956007866903,55.04,32310.5990178702,"2H-Pyran, 3,4-dihydro-6-methyl-",87.2856474954549,VINF2 4H + 400 ng NA run 4-20-23.D,16015-11-5,NIST17.L
5.02058048165317,60.02,146778.641648966,N-Acetylisoxazolidine,84.5535715651922,FINF1 4H + 400 ng NA run 4-20-23.D,115615-36-6,NIST17.L
5.0213908575984,60,125465.904829753,"Hydrazine, 1,2-dimethyl-",76.6846297272456,FINF1 4H + 400 ng NA run 4-20-23.D,540-73-8,NIST17.L
5.02731738391874,60,39489.0535722087,"Hydrazine, 1,2-dimethyl-",76.2921955682933,FNI1 4H + 400 ng NA run 4-20-23.D,540-73-8,NIST17.L
5.03143925228552,59.99,42108.7493086932,N-Acetylisoxazolidine,79.5287076334826,VNI5 4H + 400 ng NA run 4-20-23.D,115615-36-6,NIST17.L
5.03342109569589,60,66274.3386933246,N-Acetylisoxazolidine,83.9293358776151,FINF4 4H + 400 ng NA run 4-20-23.D,115615-36-6,NIST17.L
5.13844526843306,55,10315.0172554279,Isopropylcyclobutane,79.827583288853,VNI1 4H + 400 ng NA run 4-20-23.D,872-56-0,NIST17.L
5.1449101235289,84,100805.495324761,"Furan, 2,3-dihydro-4-methyl-",88.6057271367107,FNI5 4H + 400 ng NA run 4-20-23.D,34314-83-5,NIST17.L
5.14829914804531,55,75982.9463574454,1-Octene,92.5841628728533,FINF1 4H + 400 ng NA run 4-20-23.D,111-66-0,NIST17.L
5.15042180139763,55.07,47581.3253210623,"Cyclobutane, 1,2-diethyl-, cis-",85.1714339979416,FINF3 4H + 400 ng NA run 4-20-23.D,61141-50-2,NIST17.L
5.15207682899742,55,50135.1293054617,Isopropylcyclobutane,92.6434616434923,FNI1 4H + 400 ng NA run 4-20-23.D,872-56-0,NIST17.L
5.15463191168547,55,35025.9487458312,"Cyclobutane, 1,2-diethyl-, cis-",86.023074760205,FNI2 4H + 400 ng NA run 4-20-23.D,61141-50-2,NIST17.L
5.1549320701585,45.05,186615.694175237,"Octane, 1-methoxy-",82.0661848914943,FINF1 4H + 400 ng NA run 4-20-23.D,929-56-6,NIST17.L
5.15746244692756,55.04,22449.0117134728,Isopropylcyclobutane,92.4809676302902,VNI4 4H + 400 ng NA run 4-20-23.D,872-56-0,NIST17.L
5.15876681926568,70.08,11666.5635674145,Isopropylcyclobutane,77.1050514097625,VNI5 4H + 400 ng NA run 4-20-23.D,872-56-0,NIST17.L
5.15889246723151,55,20288.1954858388,"Cyclopropane, pentyl-",83.0343636331158,VINF3 4H + 400 ng NA run 4-20-23.D,2511-91-3,NIST17.L
5.15977962011097,55.04,34713.7400906265,"Cyclobutane, 1,2-diethyl-, cis-",85.535148225657,FINF4 4H + 400 ng NA run 4-20-23.D,61141-50-2,NIST17.L
5.16165904679234,55.06,56781.7333582036,"Cyclobutane, butyl-",89.1909235317475,FINF2 4H + 400 ng NA run 4-20-23.D,13152-44-8,NIST17.L
5.16204245248087,55.04,47565.7606598257,"Cyclobutane, butyl-",90.4981143949139,FINF5 4H + 400 ng NA run 4-20-23.D,13152-44-8,NIST17.L
5.16426292320328,55.07,43920.8337965584,"Cyclobutane, butyl-",90.6252354686092,FNI4 4H + 400 ng NA run 4-20-23.D,13152-44-8,NIST17.L
5.16739975676134,55.04,32187.6787154282,Isopropylcyclobutane,93.6108790918317,FNI3 4H + 400 ng NA run 4-20-23.D,872-56-0,NIST17.L
5.17847236537181,45.05,49743.0468400209,Methylal,77.5335138731339,VINF2 4H + 400 ng NA run 4-20-23.D,109-87-5,NIST17.L
5.19483641432987,43.04,33682.7468210514,"Diazene, dimethyl-",78.0420502303045,VNI1 4H + 400 ng NA run 4-20-23.D,503-28-6,NIST17.L
5.20026651022556,43.05,53027.1581486893,Methyl Isobutyl Ketone,83.0591309714949,FINF3 4H + 400 ng NA run 4-20-23.D,108-10-1,NIST17.L
5.20727420612873,43,163503.64115067,Methyl Isobutyl Ketone,90.4635666682881,VINF2 4H + 400 ng NA run 4-20-23.D,108-10-1,NIST17.L
5.2539302291721,59.05,39140.7021597489,Amylene hydrate,75.6389000803526,VINF2 4H + 400 ng NA run 4-20-23.D,75-85-4,NIST17.L
5.27405006436746,57,37610.1500500786,"Pentane, 2,2,3,4-tetramethyl-",83.4179256325147,FINF1 4H + 400 ng NA run 4-20-23.D,1186-53-4,NIST17.L
5.27406492171209,57.05,33792.0573772111,"Hexane, 2,4-dimethyl-",86.3130483705146,FINF1 4H + 400 ng NA run 4-20-23.D,589-43-5,NIST17.L
5.27677615338126,57,11069.59789816,5H-Tetrazol-5-amine,89.949078356295,FINF3 4H + 400 ng NA run 4-20-23.D,1000273-02-0,NIST17.L
5.28059184754366,57,13123.8554257325,5H-Tetrazol-5-amine,89.5030341790757,FNI2 4H + 400 ng NA run 4-20-23.D,1000273-02-0,NIST17.L
5.28914904977759,57.08,18041.7580586933,"Heptane, 2,4-dimethyl-",87.6909639870051,FINF2 4H + 400 ng NA run 4-20-23.D,2213-23-2,NIST17.L
5.30748266999408,41.07,3355597.38572484,3-Hexenal,98.6185922486123,VNI3 4H + 400 ng NA run 4-20-23.D,4440-65-7,NIST17.L
5.30933488794108,41.06,455280.124241611,3-Hexenal,94.864351617438,VNI1 4H + 400 ng NA run 4-20-23.D,4440-65-7,NIST17.L
5.31688443716161,41,1282763.17735558,3-Hexenal,95.506001524352,VINF1 4H + 400 ng NA run 4-20-23.D,4440-65-7,NIST17.L
5.31875378895222,41.06,1686488.92900507,3-Hexenal,97.7253652111804,VNI5 4H + 400 ng NA run 4-20-23.D,4440-65-7,NIST17.L
5.31903232594798,41,1413088.13164286,3-Hexenal,93.2300605534385,VINF3 4H + 400 ng NA run 4-20-23.D,4440-65-7,NIST17.L
5.31974492103143,41,1576483.03765835,3-Hexenal,97.558761550051,VNI4 4H + 400 ng NA run 4-20-23.D,4440-65-7,NIST17.L
5.32295606453784,41.07,4099404.80964626,3-Hexenal,90.9954892080536,VINF4 4H + 400 ng NA run 4-20-23.D,4440-65-7,NIST17.L
5.32589851664306,41,10025006.9403168,3-Hexenal,95.5511403875711,VINF2 4H + 400 ng NA run 4-20-23.D,4440-65-7,NIST17.L
5.32932219832951,41.07,120014.282648825,"4-Pentenal, 2-methyl-",84.9937604503652,FNI1 4H + 400 ng NA run 4-20-23.D,5187-71-3,NIST17.L
5.32967662156723,41,25974427.0738293,3-Hexenal,95.720152613607,FNI5 4H + 400 ng NA run 4-20-23.D,4440-65-7,NIST17.L
5.33036827060891,41.07,59124.3828685537,3-Hexenal,86.6654542946526,FINF5 4H + 400 ng NA run 4-20-23.D,4440-65-7,NIST17.L
5.34102197300647,41,199590.31849322,"4-Pentenal, 2-methyl-",81.091787184641,FINF3 4H + 400 ng NA run 4-20-23.D,5187-71-3,NIST17.L
5.34149379342757,56.08,5025464.6631459,Hexanal,94.7822385892024,VINF4 4H + 400 ng NA run 4-20-23.D,66-25-1,NIST17.L
5.34189455283157,41,37351.7256065607,"1-Pentene, 2,3-dimethyl-",85.9927150994243,VNI2 4H + 400 ng NA run 4-20-23.D,3404-72-6,NIST17.L
5.342040295222,56.05,584665.205910718,Hexanal,79.2715273747238,VINF3 4H + 400 ng NA run 4-20-23.D,66-25-1,NIST17.L
5.34529514914332,57,74182.6210370203,"2-Hexen-1-ol, (Z)-",81.1208069050331,FINF1 4H + 400 ng NA run 4-20-23.D,928-94-9,NIST17.L
5.34633954324726,41,154311.061198342,Hexanal,95.2471096502262,FNI2 4H + 400 ng NA run 4-20-23.D,66-25-1,NIST17.L
5.34817826155218,41,107468.737555069,"Cyclopentane, 1,1-dimethyl-",83.1777268978596,FINF5 4H + 400 ng NA run 4-20-23.D,1638-26-2,NIST17.L
5.35029293781214,41,149716.638560785,"4-Pentenal, 2-methyl-",83.6169224211446,FINF4 4H + 400 ng NA run 4-20-23.D,5187-71-3,NIST17.L
5.46172921521947,45.05,25305.2221007373,2-Hexanol,79.830392002746,FINF1 4H + 400 ng NA run 4-20-23.D,626-93-7,NIST17.L
5.46398418348904,45,21785.4796050575,"Ether, 2-chloro-1-methylethyl isopropyl",80.3573583108131,VNI2 4H + 400 ng NA run 4-20-23.D,98277-76-0,NIST17.L
5.46855949275963,45.05,36306.5334271981,"2-Hexanol, (S)-",86.1335855071829,FINF4 4H + 400 ng NA run 4-20-23.D,52019-78-0,NIST17.L
5.47066623394806,45.05,30713.0191358379,"2-Hexanol, (S)-",76.6885439399489,FINF2 4H + 400 ng NA run 4-20-23.D,52019-78-0,NIST17.L
5.47086579820089,45.05,28304.0946962541,"2-Hexanol, (S)-",76.5170878766022,FINF5 4H + 400 ng NA run 4-20-23.D,52019-78-0,NIST17.L
5.47181126348276,45,27181.1287808192,"2-Hexanol, (S)-",75.4410159274363,FNI4 4H + 400 ng NA run 4-20-23.D,52019-78-0,NIST17.L
5.47395882378435,45,24350.8872641808,2-Hexanol,77.4345216603083,FNI3 4H + 400 ng NA run 4-20-23.D,626-93-7,NIST17.L
5.59992956017368,59,30221.4562538776,"Propanoic acid, 2-hydroxy-2-methyl-, ethyl ester",77.7625181370505,VINF3 4H + 400 ng NA run 4-20-23.D,80-55-7,NIST17.L
5.60013009109733,59.05,25970.3271320481,"Propanoic acid, 2-hydroxy-2-methyl-, ethyl ester",77.4638771559688,VNI5 4H + 400 ng NA run 4-20-23.D,80-55-7,NIST17.L
5.65189091024074,207,27612.6368195168,"4-Methyl-2,4-bis(p-hydroxyphenyl)pent-1-ene, 2TMS derivative",80.5245954846615,VNI1 4H + 400 ng NA run 4-20-23.D,1000283-56-8,NIST17.L
5.65448627525239,207,24116.8902951166,"Cyclotrisiloxane, hexamethyl-",89.627585394302,VNI3 4H + 400 ng NA run 4-20-23.D,541-05-9,NIST17.L
5.66057833750161,207.02,115081.580293415,"Cyclotrisiloxane, hexamethyl-",90.6118930799587,FINF1 4H + 400 ng NA run 4-20-23.D,541-05-9,NIST17.L
5.66173662873952,207.02,44308.1066299159,"Cyclotrisiloxane, hexamethyl-",89.6870347137882,FNI1 4H + 400 ng NA run 4-20-23.D,541-05-9,NIST17.L
5.66308013320076,207.02,78532.0683149089,"Cyclotrisiloxane, hexamethyl-",92.0638836253211,FINF3 4H + 400 ng NA run 4-20-23.D,541-05-9,NIST17.L
5.66318041260736,207.02,46760.9575012995,"Cyclotrisiloxane, hexamethyl-",90.9795826559798,FNI2 4H + 400 ng NA run 4-20-23.D,541-05-9,NIST17.L
5.66504708721635,207.02,20632.9624676046,"Cyclotrisiloxane, hexamethyl-",87.7245636928828,VNI5 4H + 400 ng NA run 4-20-23.D,541-05-9,NIST17.L
5.66543811698042,207.02,45317.0035162154,"Cyclotrisiloxane, hexamethyl-",89.9703987522705,VINF3 4H + 400 ng NA run 4-20-23.D,541-05-9,NIST17.L
5.66553789177617,207.02,45946.5687982793,"Cyclotrisiloxane, hexamethyl-",92.7855651923591,FNI5 4H + 400 ng NA run 4-20-23.D,541-05-9,NIST17.L
5.66629213061324,207.02,47654.6675048604,"Cyclotrisiloxane, hexamethyl-",88.8247984295293,VNI4 4H + 400 ng NA run 4-20-23.D,541-05-9,NIST17.L
5.66735892442233,207.02,41036.6017827328,"Cyclotrisiloxane, hexamethyl-",90.5494891139599,FINF4 4H + 400 ng NA run 4-20-23.D,541-05-9,NIST17.L
5.66815762239981,207.02,52715.1880861995,"Cyclotrisiloxane, hexamethyl-",90.6936723459633,FINF5 4H + 400 ng NA run 4-20-23.D,541-05-9,NIST17.L
5.66874329505495,207.02,57456.2350662316,"Cyclotrisiloxane, hexamethyl-",86.4388542123917,FINF2 4H + 400 ng NA run 4-20-23.D,541-05-9,NIST17.L
5.66954285760428,207,41989.5162809601,"Cyclotrisiloxane, hexamethyl-",92.5096230123579,FNI4 4H + 400 ng NA run 4-20-23.D,541-05-9,NIST17.L
5.67101584785947,207,36674.9770455149,"Cyclotrisiloxane, hexamethyl-",90.9310601134187,FNI3 4H + 400 ng NA run 4-20-23.D,541-05-9,NIST17.L
5.81576208801955,56.08,81585.2994373907,"1H-1,2,4-Triazol-5-amine, 1-methyl-",86.6021137105301,VINF4 4H + 400 ng NA run 4-20-23.D,15795-39-8,NIST17.L
5.87352837683977,69,61581.2899064122,"Cyclopentanol, nitrate",82.3458482603254,VINF2 4H + 400 ng NA run 4-20-23.D,21823-29-0,NIST17.L
5.87640264108894,69,123033.002169995,"1,3-Benzodioxol-2-one, hexahydro-, trans-",87.5848632931669,FNI5 4H + 400 ng NA run 4-20-23.D,20192-66-9,NIST17.L
6.04182241791091,55.06,158566.426153281,"1-Pentene, 2,3,3-trimethyl-",86.6937783433414,VINF4 4H + 400 ng NA run 4-20-23.D,560-23-6,NIST17.L
6.04191045667879,43.04,31177.3475899968,"2-Pentanone, 4-hydroxy-4-methyl-",89.9749112967282,VNI1 4H + 400 ng NA run 4-20-23.D,123-42-2,NIST17.L
6.04452527262943,43.04,31765.5340987341,"2-Pentanone, 4-hydroxy-4-methyl-",83.500321659061,VNI3 4H + 400 ng NA run 4-20-23.D,123-42-2,NIST17.L
6.04644470914608,43,66006.0443152588,"2-Pentanone, 4-hydroxy-4-methyl-",87.6128487095454,FINF3 4H + 400 ng NA run 4-20-23.D,123-42-2,NIST17.L
6.04792589503639,43,51191.9928648457,"2-Pentanone, 4-hydroxy-4-methyl-",85.4211428225209,VNI5 4H + 400 ng NA run 4-20-23.D,123-42-2,NIST17.L
6.04806539463099,43,38330.4338722768,"2-Pentanone, 4-hydroxy-4-methyl-",85.7526492676154,VNI2 4H + 400 ng NA run 4-20-23.D,123-42-2,NIST17.L
6.04836483762562,43.06,37691.3497596072,"2-Pentanone, 4-hydroxy-4-methyl-",87.1696875660927,FINF1 4H + 400 ng NA run 4-20-23.D,123-42-2,NIST17.L
6.04922936178846,43,63985.2909983497,"2-Pentanone, 4-hydroxy-4-methyl-",88.7621718678656,FINF4 4H + 400 ng NA run 4-20-23.D,123-42-2,NIST17.L
6.04974283243166,43.06,40095.8058729604,"2-Pentanone, 4-hydroxy-4-methyl-",83.5272542590137,VINF3 4H + 400 ng NA run 4-20-23.D,123-42-2,NIST17.L
6.05019576861916,43,51872.0774440874,"2-Pentanone, 4-hydroxy-4-methyl-",85.5680838496352,VNI4 4H + 400 ng NA run 4-20-23.D,123-42-2,NIST17.L
6.05073872509734,43,34599.7966833065,"2-Pentanone, 4-hydroxy-4-methyl-",90.0421528558709,FNI2 4H + 400 ng NA run 4-20-23.D,123-42-2,NIST17.L
6.05134569738421,43,41108.4620118818,"2-Pentanone, 4-hydroxy-4-methyl-",89.8997529728715,FINF2 4H + 400 ng NA run 4-20-23.D,123-42-2,NIST17.L
6.05180979411543,43.06,24217.7954310383,"2-Pentanone, 4-hydroxy-4-methyl-",88.4440439576298,FNI1 4H + 400 ng NA run 4-20-23.D,123-42-2,NIST17.L
6.05226806740895,43,36926.0836803578,"2-Pentanone, 4-hydroxy-4-methyl-",88.3026676223865,FNI4 4H + 400 ng NA run 4-20-23.D,123-42-2,NIST17.L
6.05435942211969,43.05,24343.1947606512,"2-Pentanone, 4-hydroxy-4-methyl-",89.5111345044282,FINF5 4H + 400 ng NA run 4-20-23.D,123-42-2,NIST17.L
6.05539220842603,43.06,28093.0777829779,"2-Pentanone, 4-hydroxy-4-methyl-",85.3721494269528,FNI3 4H + 400 ng NA run 4-20-23.D,123-42-2,NIST17.L
6.05589599189934,43,38206.9174303222,"2-Pentanone, 4-hydroxy-4-methyl-",81.6425523955299,VINF2 4H + 400 ng NA run 4-20-23.D,123-42-2,NIST17.L
6.06570489654424,43,49693.5651388719,"2-Pentanone, 4-hydroxy-4-methyl-",81.311507807266,FNI5 4H + 400 ng NA run 4-20-23.D,123-42-2,NIST17.L
6.10188686830747,83.06,39728.0561764559,"Cyclopentane, 1,1-dimethyl-",82.7773100115403,VNI3 4H + 400 ng NA run 4-20-23.D,1638-26-2,NIST17.L
6.10301518209759,83,106900.743108695,"2-Hexenal, (E)-",90.265257783321,VINF3 4H + 400 ng NA run 4-20-23.D,6728-26-3,NIST17.L
6.1032216157212,83.05,99298.1629446703,"Cyclopentane, 1,1-dimethyl-",83.0014091206439,VINF3 4H + 400 ng NA run 4-20-23.D,1638-26-2,NIST17.L
6.10439214849579,83.05,684518.588964161,"2-Hexenal, (E)-",94.4380683760429,FNI5 4H + 400 ng NA run 4-20-23.D,6728-26-3,NIST17.L
6.10469131649386,83.05,292008.781334849,1-Hexyn-3-ol,88.2612592349296,VINF2 4H + 400 ng NA run 4-20-23.D,105-31-7,NIST17.L
6.10524813960588,83,59172.5543051008,"Cyclopentane, 1-ethyl-1-methyl-",77.4104455787095,VINF1 4H + 400 ng NA run 4-20-23.D,16747-50-5,NIST17.L
